gene	length	chrom	start	end	tss	scaling_factor
CG42792	532	2L	15864929	15865461	15865422	0.0018796992481203
CG42795	25587	3R	10225690	10251277	10225755	3.90823465040841e-05
CG42797	14297	X	9608946	9623243	9609299	6.99447436525145e-05
CG42798	856	3R	17406678	17407534	17407002	0.00116822429906542
CG42806	802	2R	13964653	13965455	13964920	0.00124688279301746
CG42807	2164	2R	13570595	13572759	13572529	0.000462107208872458
CG42808	639	2R	13573618	13574257	13574181	0.00156494522691706
CG42809	576	2L	13457497	13458073	13457637	0.00173611111111111
CG4281	2829	X	2062313	2065142	2064990	0.000353481795687522
CG42810	502	2L	13459681	13460183	13459817	0.00199203187250996
CG42811	693	3R	24366527	24367220	24367219	0.00144300144300144
CG42812	804	3R	24367360	24368164	24368126	0.00124378109452736
CG42813	1491	3R	27227070	27228561	27228470	0.000670690811535882
CG42814	795	3R	27228673	27229468	27229431	0.00125786163522013
CG42815	407	3L	17791079	17791486	17791460	0.00245700245700246
CG42816	5506	3L	17792088	17797594	17797139	0.000181620050853614
CG42817	10052	2L	16231475	16241527	16232075	9.94826900119379e-05
CG42818	3620	2L	16241939	16245559	16242082	0.000276243093922652
CG42819	603	2L	8388728	8389331	8389268	0.00165837479270315
CG4282	2615	2R	16322186	16324801	16322333	0.000382409177820268
CG42820	2517	2L	8389881	8392398	8392294	0.000397298371076679
CG42821	562	3R	17413077	17413639	17413089	0.00177935943060498
CG42822	706	3R	17413901	17414607	17413933	0.00141643059490085
CG42823	622	3R	17404487	17405109	17405104	0.00160771704180064
CG42824	463	3R	17406048	17406511	17406510	0.00215982721382289
CG42825	2361	3L	10095754	10098115	10098000	0.000423549343498518
CG42826	1524	3L	10099357	10100881	10100880	0.000656167979002625
CG42827	676	3R	23372924	23373600	23373121	0.0014792899408284
CG42828	542	3R	23373703	23374245	23373704	0.0018450184501845
CG42830	719	2L	17811953	17812672	17812603	0.00139082058414465
CG42831	1265	3L	10814819	10816084	10815070	0.000790513833992095
CG42832	251	3L	11610135	11610386	11610136	0.00398406374501992
CG42833	394	3L	20200093	20200487	20200119	0.00253807106598985
CG42834	535	3R	17418759	17419294	17418786	0.00186915887850467
CG42835	351	3R	17420638	17420989	17420639	0.00284900284900285
CG42837	2336	2R	16197042	16199378	16197329	0.000428082191780822
CG42841	2542	3L	2003109	2005651	2005545	0.0003933910306845
CG42846	633	3L	230971	231604	231588	0.00157977883096367
CG42847	870	2L	9427870	9428740	9428024	0.00114942528735632
CG42851	782	2R	24809325	24810107	24809463	0.00127877237851662
CG42852	231	3L	16755489	16755720	16755501	0.00432900432900433
CG42853	1057	3L	18120932	18121989	18121926	0.000946073793755913
CG42854	1663	X	17245353	17247016	17246966	0.000601322910402886
CG42855	1269	2R	18687372	18688641	18687450	0.000788022064617809
CG42857	677	3R	9820514	9821191	9821101	0.00147710487444609
CG4286	882	2R	21177754	21178636	21178536	0.00113378684807256
CG42866	461	2L	19961224	19961685	19961661	0.00216919739696312
CG42867	499	2R	22665646	22666145	22665685	0.00200400801603206
CG42869	336	3R	21736513	21736849	21736823	0.00297619047619048
CG4287	1700	3R	15962167	15963867	15963538	0.000588235294117647
CG42870	431	3R	21736933	21737364	21737355	0.00232018561484919
CG42876	1570	2L	15810571	15812141	15812129	0.000636942675159236
CG42878	391	2R	19587372	19587763	19587465	0.00255754475703325
CG4291	1479	2L	851251	852730	852571	0.000676132521974307
CG4293	2350	X	527941	530291	529529	0.000425531914893617
CG4294	5262	2R	22600405	22605667	22605562	0.000190041809198024
CG4297	13324	2L	458876	472200	464932	7.5052536775743e-05
CG4300	5595	3L	12271656	12277251	12277173	0.000178731009830206
CG4301	9142	X	16405509	16414651	16405731	0.000109385254867644
CG4302	2092	2R	21212880	21214972	21214904	0.000478011472275335
CG43049	1018	3L	18925090	18926108	18925170	0.000982318271119843
CG43050	1473	2L	13119294	13120767	13119497	0.000678886625933469
CG43052	542	2L	14352077	14352619	14352157	0.0018450184501845
CG43054	530	2L	17627859	17628389	17627902	0.00188679245283019
CG43055	669	2L	4411155	4411824	4411158	0.00149476831091181
CG43056	414	2L	4437787	4438201	4437820	0.00241545893719807
CG43057	680	2L	8243323	8244003	8243987	0.00147058823529412
CG43058	454	2R	13600645	13601099	13601011	0.00220264317180617
CG43059	424	3L	8318542	8318966	8318867	0.00235849056603774
CG4306	1206	3L	18461957	18463163	18463067	0.000829187396351575
CG43060	14746	3R	8041224	8055970	8041249	6.781500067815e-05
CG43061	386	3R	8049673	8050059	8049703	0.00259067357512953
CG43062	583	3R	11750333	11750916	11750376	0.00171526586620926
CG43063	537	3R	13086224	13086761	13086259	0.00186219739292365
CG43064	2000	3L	11834721	11836721	11836691	0.0005
CG43066	11865	2R	18514574	18526439	18519183	8.42815002107038e-05
CG43068	794	2R	15185158	15185952	15185278	0.00125944584382872
CG43069	415	2R	18862862	18863277	18862887	0.00240963855421687
CG43070	662	2R	18863896	18864558	18864093	0.00151057401812689
CG43071	597	2R	18864621	18865218	18865192	0.0016750418760469
CG43072	386	3L	21065852	21066238	21065939	0.00259067357512953
CG43074	821	3L	3483832	3484653	3484619	0.00121802679658952
CG43075	905	X	15220271	15221176	15221097	0.00110497237569061
CG43076	925	X	15222657	15223582	15223482	0.00108108108108108
CG43077	1219	X	17067304	17068523	17068456	0.000820344544708778
CG43078	22809	3L	8576808	8599617	8579514	4.38423429348064e-05
CG43082	412	3L	15661867	15662279	15661868	0.00242718446601942
CG43083	554	3L	15648571	15649125	15648577	0.00180505415162455
CG43084	540	3L	15650852	15651392	15650892	0.00185185185185185
CG43085	1251	3L	17645486	17646737	17646439	0.000799360511590727
CG43088	1296	X	14702358	14703654	14702359	0.000771604938271605
CG43089	690	3L	3714027	3714717	3714134	0.00144927536231884
CG43090	675	X	6199216	6199891	6199840	0.00148148148148148
CG43091	612	3R	22768121	22768733	22768712	0.00163398692810458
CG43092	784	3R	22768883	22769667	22769661	0.00127551020408163
CG43093	532	3R	22769775	22770307	22770303	0.0018796992481203
CG43094	374	3R	22770613	22770987	22770971	0.00267379679144385
CG43095	614	3R	22771156	22771770	22771769	0.00162866449511401
CG43098	656	3L	3659068	3659724	3659133	0.00152439024390244
CG43101	475	2R	15013047	15013522	15013498	0.00210526315789474
CG43102	26218	3R	17768272	17794490	17774286	3.81417346860935e-05
CG43103	481	2R	17139450	17139931	17139871	0.00207900207900208
CG43106	1000	2R	25138627	25139627	25139540	0.001
CG43107	370	2R	17140495	17140865	17140820	0.0027027027027027
CG43108	730	2R	17257156	17257886	17257810	0.00136986301369863
CG43109	319	2R	18867848	18868167	18868152	0.00313479623824451
CG43110	8655	2R	17477565	17486220	17484025	0.000115540150202195
CG43111	601	2R	19552071	19552672	19552112	0.00166389351081531
CG43112	339	2R	11249594	11249933	11249649	0.00294985250737463
CG43114	334	2R	11310831	11311165	11310857	0.0029940119760479
CG43115	687	X	6065729	6066416	6066341	0.00145560407569141
CG43116	1117	3R	25995879	25996996	25996891	0.000895255147717099
CG43117	318	3R	26454794	26455112	26454814	0.00314465408805031
CG43120	1386	3L	14381913	14383299	14381966	0.000721500721500722
CG43121	502	3L	14671935	14672437	14672399	0.00199203187250996
CG43123	1113	2R	7402757	7403870	7402781	0.000898472596585804
CG43124	902	3R	28263871	28264773	28264743	0.00110864745011086
CG43125	887	3R	28262735	28263622	28263621	0.00112739571589628
CG43127	871	3L	10624728	10625599	10625562	0.00114810562571757
CG4313	13546	X	2041868	2055414	2053846	7.38225306363502e-05
CG43131	500	3R	5108678	5109178	5109165	0.002
CG43133	593	X	18129585	18130178	18130136	0.00168634064080944
CG43134	472	X	4247313	4247785	4247344	0.00211864406779661
CG43135	280	X	4248377	4248657	4248395	0.00357142857142857
CG43136	703	X	5853761	5854464	5853836	0.00142247510668563
CG43137	601	X	5864550	5865151	5864966	0.00166389351081531
CG43138	492	X	7528304	7528796	7528397	0.00203252032520325
CG43139	659	3R	27501366	27502025	27501984	0.00151745068285281
CG43143	44161	3R	10264306	10308467	10291248	2.26444147551007e-05
CG43145	422	2L	3701826	3702248	3701849	0.0023696682464455
CG43147	311	3L	13299841	13300152	13300150	0.00321543408360129
CG43149	878	3L	53873	54751	54668	0.00113895216400911
CG43153	1011	2L	11521765	11522776	11522378	0.000989119683481701
CG43155	16718	X	11459786	11476504	11459883	5.98157674362962e-05
CG43156	416	X	11906452	11906868	11906663	0.00240384615384615
CG43163	34339	3L	8472807	8507146	8494261	2.91214071463933e-05
CG43165	589	2L	3694431	3695020	3694807	0.00169779286926995
CG43167	582	2L	11657410	11657992	11657470	0.00171821305841924
CG43168	1248	3L	6275787	6277035	6275828	0.000801282051282051
CG43169	488	3L	8888145	8888633	8888530	0.00204918032786885
CG43171	658	2R	10352456	10353114	10352826	0.00151975683890578
CG43172	628	2R	10351533	10352161	10351857	0.00159235668789809
CG43175	14545	3R	17630717	17645262	17644702	6.87521485046408e-05
CG43178	658	2R	10352456	10353114	10352597	0.00151975683890578
CG43179	822	3R	14256108	14256930	14256154	0.00121654501216545
CG4318	1463	X	13153461	13154924	13154859	0.000683526999316473
CG43181	567	X	350566	351133	350580	0.0017636684303351
CG43182	250	X	353067	353317	353080	0.004
CG43183	774	2R	8592195	8592969	8592322	0.00129198966408269
CG43184	324	3L	13837756	13838080	13837803	0.00308641975308642
CG43185	603	2L	5884888	5885491	5885174	0.00165837479270315
CG43187	5249	2R	16380516	16385765	16380559	0.000190512478567346
CG43188	2714	2R	11085586	11088300	11085639	0.000368459837877671
CG43189	600	2R	11086245	11086845	11086638	0.00166666666666667
CG43190	721	2R	11844378	11845099	11844515	0.0013869625520111
CG43191	1244	2R	12035921	12037165	12037164	0.000803858520900322
CG43192	737	2R	13477342	13478079	13477360	0.00135685210312076
CG43194	909	3R	18564264	18565173	18565131	0.0011001100110011
CG43195	1614	2R	19944263	19945877	19944938	0.000619578686493185
CG43198	642	X	7452694	7453336	7453294	0.00155763239875389
CG43200	628	2R	10351533	10352161	10352130	0.00159235668789809
CG43201	658	2R	10352456	10353114	10353005	0.00151975683890578
CG43202	451	2R	18381393	18381844	18381762	0.00221729490022173
CG43203	833	3R	19354051	19354884	19354117	0.00120048019207683
CG43204	701	2R	12430595	12431296	12430614	0.0014265335235378
CG43206	550	3L	16566750	16567300	16566854	0.00181818181818182
CG43207	570	2R	23152748	23153318	23152795	0.00175438596491228
CG43208	430	3R	13303426	13303856	13303466	0.00232558139534884
CG43209	475	2R	23601981	23602456	23602434	0.00210526315789474
CG43210	909	3R	18564264	18565173	18564718	0.0011001100110011
CG43218	738	3L	21258020	21258758	21258050	0.0013550135501355
CG43219	2718	3L	21220400	21223118	21220769	0.000367917586460633
CG43220	237	2L	17486564	17486801	17486598	0.00421940928270042
CG43221	608	2L	17485757	17486365	17485792	0.00164473684210526
CG43222	540	3R	24634625	24635165	24635010	0.00185185185185185
CG43229	458	X	18138542	18139000	18138632	0.00218340611353712
CG43230	938	2L	15215222	15216160	15215433	0.00106609808102345
CG43231	1461	2L	17704681	17706142	17704843	0.000684462696783025
CG43232	833	2L	6932121	6932954	6932252	0.00120048019207683
CG43233	592	2L	20472793	20473385	20473302	0.00168918918918919
CG43235	791	2L	7693030	7693821	7693144	0.00126422250316056
CG43236	397	2R	14638538	14638935	14638559	0.00251889168765743
CG43237	535	2R	17205208	17205743	17205336	0.00186915887850467
CG4324	2281	2R	24014917	24017198	24016814	0.000438404208680403
CG43244	702	2R	12243999	12244701	12244661	0.00142450142450142
CG43245	1474	3L	10771925	10773399	10772357	0.00067842605156038
CG43246	638	3L	14536634	14537272	14536635	0.00156739811912226
CG43248	1388	3L	15530085	15531473	15530805	0.000720461095100865
CG43249	380	3L	16304282	16304662	16304301	0.00263157894736842
CG4325	1088	X	2042730	2043818	2043726	0.000919117647058824
CG43251	309	3L	20758883	20759192	20758917	0.00323624595469256
CG43254	598	3R	7738965	7739563	7739538	0.00167224080267559
CG43255	489	X	8923960	8924449	8923968	0.00204498977505112
CG43267	406	2R	7404035	7404441	7404059	0.00246305418719212
CG43271	658	2L	17914365	17915023	17914670	0.00151975683890578
CG43272	496	2R	17255241	17255737	17255480	0.00201612903225806
CG43273	672	3R	24830301	24830973	24830545	0.00148809523809524
CG43277	482	2R	19637559	19638041	19637718	0.0020746887966805
CG4328	5167	3L	12290956	12296123	12295869	0.000193535900909619
CG43288	396	X	4213025	4213421	4213129	0.00252525252525253
CG4329	4042	2R	22609334	22613376	22613219	0.00024740227610094
CG43290	703	3R	7348849	7349552	7349516	0.00142247510668563
CG43291	9693	3R	14234984	14244677	14236933	0.000103167234086454
CG43292	677	3L	7475570	7476247	7475631	0.00147710487444609
CG43293	664	3L	6185189	6185853	6185397	0.00150602409638554
CG43294	618	3L	11958291	11958909	11958430	0.00161812297734628
CG43295	576	3L	16105852	16106428	16105853	0.00173611111111111
CG43296	530	2R	8417176	8417706	8417705	0.00188679245283019
CG43307	351	2L	5811574	5811925	5811594	0.00284900284900285
CG43308	538	2R	20562463	20563001	20562761	0.00185873605947955
CG43312	817	3L	22501600	22502417	22501616	0.00122399020807834
CG43313	16891	X	13095571	13112462	13111842	5.92031259250488e-05
CG43315	654	2R	12241218	12241872	12241243	0.00152905198776758
CG43316	727	2R	12242546	12243273	12242547	0.00137551581843191
CG43317	963	3R	15833462	15834425	15834364	0.00103842159916926
CG43318	724	3R	15832708	15833432	15833392	0.00138121546961326
CG43319	223	3R	27694318	27694541	27694319	0.00448430493273543
CG4332	2334	X	13155038	13157372	13155097	0.000428449014567267
CG43320	1296	3R	27695235	27696531	27695256	0.000771604938271605
CG43321	541	2L	7012262	7012803	7012328	0.00184842883548983
CG43322	1341	2L	7013396	7014737	7013497	0.000745712155108128
CG43324	745	2R	17563606	17564351	17563786	0.00134228187919463
CG43325	1586	2R	22655549	22657135	22656977	0.000630517023959647
CG43326	1449	2R	22655549	22656998	22656072	0.000690131124913734
CG43327	1525	2R	17032487	17034012	17033826	0.000655737704918033
CG43328	1525	2R	17032487	17034012	17033296	0.000655737704918033
CG43329	731	3L	22504487	22505218	22505177	0.00136798905608755
CG43330	554	3L	22503869	22504423	22504422	0.00180505415162455
CG43331	852	3L	22502978	22503830	22503754	0.00117370892018779
CG43332	2078	2L	14161144	14163222	14163120	0.000481231953801732
CG43333	17178	2L	14163508	14180686	14180306	5.82139946443125e-05
CG43335	1021	3R	15635468	15636489	15635469	0.000979431929480901
CG43336	1013	3R	15637168	15638181	15637169	0.000987166831194472
CG43337	1621	3L	620695	622316	622163	0.000616903146206046
CG43338	4354	2L	18666892	18671246	18671186	0.000229673863114378
CG43339	1681	2L	18671604	18673285	18673214	0.000594883997620464
CG43340	28545	2R	7623242	7651787	7639249	3.50324049746015e-05
CG43341	1039	2R	7632841	7633880	7633102	0.000962463907603465
CG43342	807	3R	22381340	22382147	22381430	0.00123915737298637
CG43343	4513	3R	22382035	22386548	22382226	0.00022158209616663
CG43345	2535	2L	21166046	21168581	21168213	0.000394477317554241
CG43346	2535	2L	21166046	21168581	21166551	0.000394477317554241
CG43347	17549	X	10602641	10620190	10618864	5.69833038919597e-05
CG43348	512	2L	1199412	1199924	1199451	0.001953125
CG43349	458	2L	1200205	1200663	1200241	0.00218340611353712
CG4335	1256	3R	20406615	20407871	20407822	0.000796178343949045
CG43350	417	2L	9349546	9349963	9349558	0.00239808153477218
CG43351	241	2R	19030009	19030250	19030023	0.004149377593361
CG43354	259	2L	18309187	18309446	18309406	0.00386100386100386
CG43355	2242	2L	11484707	11486949	11485216	0.000446030330062444
CG43362	209	2L	18291253	18291462	18291427	0.00478468899521531
CG43366	37468	2R	5893895	5931363	5920934	2.66894416568805e-05
CG43367	30010	3L	4193993	4224003	4195507	3.33222259246918e-05
CG43370	5031	2R	17539322	17544353	17539323	0.000198767640628106
CG43371	564	2R	17034045	17034609	17034511	0.00177304964539007
CG43373	51532	3L	16491838	16543370	16530632	1.94054179927036e-05
CG43376	358	2L	13773997	13774355	13774034	0.00279329608938547
CG4338	952	3R	15275522	15276474	15275615	0.00105042016806723
CG43386	10790	X	9966615	9977405	9970510	9.2678405931418e-05
CG43389	1029	3L	3248015	3249044	3248665	0.000971817298347911
CG43390	207	3L	11579743	11579950	11579898	0.00483091787439614
CG43391	190	3L	11580829	11581019	11580985	0.00526315789473684
CG43392	317	3L	22029453	22029770	22029727	0.00315457413249211
CG43393	1268	2R	22089423	22090691	22090662	0.000788643533123028
CG43394	13028	2L	8145758	8158786	8152636	7.67577525330058e-05
CG43396	627	2R	10360213	10360840	10360214	0.00159489633173844
CG43397	1107	2R	10354724	10355831	10355671	0.000903342366757001
CG43400	621	2L	8490739	8491360	8490827	0.00161030595813205
CG43401	685	2L	1428474	1429159	1428669	0.00145985401459854
CG43402	1205	2L	1442627	1443832	1442788	0.000829875518672199
CG43403	595	2L	2620187	2620782	2620434	0.00168067226890756
CG43407	487	3L	19052902	19053389	19053296	0.00205338809034908
CG4341	35305	2L	922793	958098	950494	2.83245999150262e-05
CG43427	52614	3R	4659579	4712193	4707087	1.90063481202722e-05
CG43438	699	2L	11536145	11536844	11536547	0.00143061516452074
CG43439	1113	3L	6983473	6984586	6984084	0.000898472596585804
CG43441	569	3R	9652659	9653228	9653127	0.00175746924428822
CG43445	669	3R	17911376	17912045	17911646	0.00149476831091181
CG43446	1432	3R	20986504	20987936	20987628	0.000698324022346369
CG43447	533	3R	27440312	27440845	27440408	0.00187617260787992
CG43448	640	3R	30237094	30237734	30237719	0.0015625
CG43449	936	3R	11088420	11089356	11088439	0.00106837606837607
CG43450	280	3R	12195294	12195574	12195342	0.00357142857142857
CG4360	3729	3R	20324274	20328003	20327535	0.00026816840976133
CG43618	289	3R	8049167	8049456	8049177	0.00346020761245675
CG4362	1321	3R	20306216	20307537	20307506	0.000757002271006813
CG4363	817	2R	21834230	21835047	21835028	0.00122399020807834
CG43630	250	3R	12676010	12676260	12676255	0.004
CG43638	777	3L	12044579	12045356	12044714	0.00128700128700129
CG4364	2350	2L	9708921	9711271	9711136	0.000425531914893617
CG43645	608	2L	17485757	17486365	17486154	0.00164473684210526
CG43646	630	2R	7018760	7019390	7018761	0.00158730158730159
CG43647	613	2R	7020133	7020746	7020134	0.00163132137030995
CG43658	105011	X	17456169	17561180	17464243	9.52281189589662e-06
CG43659	335	2R	23079380	23079715	23079688	0.00298507462686567
CG43666	1022	2R	20788195	20789217	20789170	0.000978473581213307
CG43667	906	2R	20789295	20790201	20790175	0.0011037527593819
CG43668	730	2R	20791462	20792192	20792137	0.00136986301369863
CG4367	999	3R	20303955	20304954	20304921	0.001001001001001
CG43672	5532	X	15773171	15778703	15773237	0.000180766449746927
CG43673	1068	X	15779146	15780214	15779183	0.000936329588014981
CG43675	3694	3R	9355495	9359189	9356059	0.000270709258256632
CG43677	902	2R	20790245	20791147	20791093	0.00110864745011086
CG43678	316	3L	15049179	15049495	15049461	0.00316455696202532
CG43679	569	3L	15050856	15051425	15051213	0.00175746924428822
CG43680	353	3L	15052998	15053351	15053294	0.0028328611898017
CG43689	16259	X	4075978	4092237	4077917	6.15043975644259e-05
CG43691	3866	2R	13389495	13393361	13393217	0.000258665287118469
CG43693	15013	3L	11036358	11051371	11051278	6.6608938919603e-05
CG43694	427	3R	23425602	23426029	23425882	0.00234192037470726
CG43702	388	3L	21298675	21299063	21298778	0.00257731958762887
CG43703	369	2L	3765494	3765863	3765520	0.002710027100271
CG43707	12269	2L	3757256	3769525	3766455	8.15062352269949e-05
CG43709	614	2R	20775795	20776409	20776365	0.00162866449511401
CG43710	1022	2R	20776727	20777749	20777748	0.000978473581213307
CG43711	1238	2R	20778249	20779487	20779486	0.000807754442649435
CG4372	1193	2R	21837605	21838798	21838797	0.000838222967309304
CG43725	449	2L	11075513	11075962	11075549	0.0022271714922049
CG43729	70788	2R	15401096	15471884	15416161	1.41266881392326e-05
CG43731	865	2L	19102044	19102909	19102169	0.00115606936416185
CG43732	26361	3R	18950196	18976557	18958429	3.79348279655552e-05
CG43736	17692	X	6863888	6881580	6869391	5.6522722134298e-05
CG43737	14490	X	15175441	15189931	15178478	6.90131124913734e-05
CG43739	47596	2L	20871335	20918931	20903479	2.10101689217581e-05
CG4374	63594	3R	23408684	23472278	23412606	1.57247539076013e-05
CG43740	14142	X	10333652	10347794	10335840	7.07113562438128e-05
CG43742	1861	2R	21935002	21936863	21936833	0.000537345513164965
CG4375	792	2L	1026105	1026897	1026784	0.00126262626262626
CG43750	1111	2L	2389578	2390689	2390634	0.0009000900090009
CG43755	4239	2L	325522	329761	329621	0.000235904694503421
CG43759	98294	X	18930335	19028629	19011074	1.01735609498037e-05
CG43760	410	2L	15776442	15776852	15776768	0.0024390243902439
CG4377	909	2R	21835448	21836357	21836312	0.0011001100110011
CG43773	294	2L	4007690	4007984	4007704	0.00340136054421769
CG43774	437	2L	4008653	4009090	4008713	0.0022883295194508
CG43775	3463	2R	24123167	24126630	24126550	0.000288766965059197
CG43776	3463	2R	24123167	24126630	24125408	0.000288766965059197
CG43777	3463	2R	24123167	24126630	24124274	0.000288766965059197
CG43778	29307	2L	13301814	13331121	13310096	3.41215409287883e-05
CG43779	835	2L	13305920	13306755	13306754	0.00119760479041916
CG43780	1682	3L	7333544	7335226	7334834	0.000594530321046373
CG43781	1682	3L	7333544	7335226	7334267	0.000594530321046373
CG43783	22037	3L	8932235	8954272	8936252	4.53782275264328e-05
CG43784	794	X	19957548	19958342	19958224	0.00125944584382872
CG43788	414	2R	16937597	16938011	16937625	0.00241545893719807
CG43789	299	2R	16938696	16938995	16938717	0.00334448160535117
CG43795	47860	2R	23444137	23491997	23456491	2.08942749686586e-05
CG43796	631	2L	8482374	8483005	8482479	0.00158478605388273
CG43797	788	2L	4000018	4000806	4000043	0.00126903553299492
CG43798	869	2L	4647051	4647920	4647101	0.00115074798619102
CG43799	907	2L	7227734	7228641	7227764	0.00110253583241455
CG43800	648	2L	7232165	7232813	7232609	0.00154320987654321
CG43813	623	2L	12343643	12344266	12343876	0.00160513643659711
CG43814	856	2L	18804491	18805347	18805235	0.00116822429906542
CG43815	413	2L	3576210	3576623	3576265	0.00242130750605327
CG43816	1136	2L	16004325	16005461	16004695	0.000880281690140845
CG4382	1992	2L	9598880	9600872	9600852	0.000502008032128514
CG43829	509	2R	15193996	15194505	15194504	0.00196463654223969
CG43841	409	X	18439667	18440076	18439695	0.00244498777506112
CG43843	1280	X	18459138	18460418	18460363	0.00078125
CG43844	632	3R	21889539	21890171	21889619	0.00158227848101266
CG43850	5214	2L	13415431	13420645	13420304	0.000191791331031837
CG43851	475	2L	2647886	2648361	2647925	0.00210526315789474
CG4386	1574	2R	21799330	21800904	21800830	0.000635324015247776
CG43861	48598	2L	19968684	20017282	19971815	2.05769784764805e-05
CG43867	119758	X	808217	927975	821959	8.35017284857797e-06
CG43880	609	3L	7945713	7946322	7946283	0.00164203612479475
CG43885	522	3L	19543100	19543622	19543284	0.00191570881226054
CG43886	413	3L	8159361	8159774	8159640	0.00242130750605327
CG43894	2392	3L	12889770	12892162	12890225	0.000418060200668896
CG43895	693	3L	21813005	21813698	21813252	0.00144300144300144
CG43896	7653	3L	11976111	11983764	11976165	0.000130667712008363
CG43897	20498	3L	9813847	9834345	9830022	4.8785247341204e-05
CG4390	3332	3R	20056418	20059750	20057370	0.000300120048019208
CG43901	17669	X	10905767	10923436	10906085	5.65962986020714e-05
CG43902	36903	X	10158434	10195337	10158811	2.70980679077582e-05
CG43915	885	3L	3972899	3973784	3973052	0.00112994350282486
CG43919	544	2R	14553765	14554309	14554308	0.00183823529411765
CG43920	408	2R	17598845	17599253	17599246	0.00245098039215686
CG43921	51818	X	12516634	12568452	12546690	1.92983133274152e-05
CG43922	374	2L	6308377	6308751	6308701	0.00267379679144385
CG43923	520	2L	15675582	15676102	15676058	0.00192307692307692
CG43924	520	2L	15710579	15711099	15711055	0.00192307692307692
CG43925	465	2L	13176423	13176888	13176538	0.0021505376344086
CG4393	8849	3R	23375928	23384777	23382532	0.000113007119448525
CG43931	944	3L	20897557	20898501	20897719	0.00105932203389831
CG43935	371	3R	27065436	27065807	27065561	0.00269541778975741
CG43938	1762	3L	21121653	21123415	21122274	0.000567536889897843
CG43954	35271	3L	16676406	16711677	16678171	2.83519038303422e-05
CG43965	254	3L	8725520	8725774	8725762	0.00393700787401575
CG43968	3174	3L	23784231	23787405	23784254	0.000315059861373661
CG4398	939	2R	16432244	16433183	16432314	0.00106496272630458
CG43980	21348	3L	21644958	21666306	21658376	4.68427955780401e-05
CG43982	700	2R	21763995	21764695	21764395	0.00142857142857143
CG43993	442	3L	12032557	12032999	12032571	0.00226244343891403
CG43996	1066	X	17022304	17023370	17022325	0.000938086303939962
CG43997	543	X	17023499	17024042	17023527	0.00184162062615101
CG43998	1272	3R	23927728	23929000	23928305	0.000786163522012579
CG43999	1272	3R	23927728	23929000	23928977	0.000786163522012579
CG44000	5095	2L	5043270	5048365	5046569	0.000196270853778214
CG44001	5095	2L	5043270	5048365	5047105	0.000196270853778214
CG44002	1272	2L	3169820	3171092	3170950	0.000786163522012579
CG44004	1501	3L	18072362	18073863	18073828	0.000666222518321119
CG44005	1823	3L	18070300	18072123	18072068	0.000548546352166758
CG44006	1422	3L	18068728	18070150	18070114	0.00070323488045007
CG44008	943	2L	11841502	11842445	11842196	0.00106044538706257
CG44013	1021	3R	15508896	15509917	15509898	0.000979431929480901
CG44014	946	3R	15507940	15508886	15508818	0.00105708245243129
CG44037	4142	3R	12258737	12262879	12262570	0.000241429261226461
CG44038	261	3R	12260969	12261230	12260992	0.00383141762452107
CG4404	2273	X	12903745	12906018	12905780	0.00043994720633524
CG44040	313	3R	15320378	15320691	15320426	0.00319488817891374
CG44044	351	3R	16321838	16322189	16321931	0.00284900284900285
CG4406	1453	X	2007911	2009364	2009295	0.000688231245698555
CG4407	2163	X	12901353	12903516	12902893	0.000462320850670365
CG44072	353	2L	1520034	1520387	1520216	0.0028328611898017
CG4408	1685	3R	23361889	23363574	23363537	0.000593471810089021
CG44085	23035	2L	13261008	13284043	13271367	4.34121988278706e-05
CG44088	537	3R	4774516	4775053	4775045	0.00186219739292365
CG4409	1634	2R	16443211	16444845	16443251	0.000611995104039168
CG44090	439	3R	17433991	17434430	17434407	0.00227790432801822
CG44094	280	3R	14576331	14576611	14576610	0.00357142857142857
CG44098	22788	3R	4750409	4773197	4770673	4.38827453045463e-05
CG44102	11955	2R	4895730	4907685	4907655	8.36470096194061e-05
CG44139	244	2L	2424797	2425041	2424842	0.00409836065573771
CG44140	433	2L	15694038	15694471	15694441	0.0023094688221709
CG44141	433	2L	15659041	15659474	15659444	0.0023094688221709
CG44142	333	3R	13312855	13313188	13313166	0.003003003003003
CG4415	1439	2L	1037246	1038685	1037380	0.000694927032661571
CG44153	116135	2L	10064121	10180256	10137354	8.61066861841822e-06
CG44158	503	3R	18208779	18209282	18208940	0.00198807157057654
CG44163	600	2R	22090795	22091395	22091327	0.00166666666666667
CG44174	449	3R	19297246	19297695	19297527	0.0022271714922049
CG44194	850	3R	12996876	12997726	12997521	0.00117647058823529
CG44195	37245	3L	7658409	7695654	7665903	2.68492415089274e-05
CG44227	383	3R	8684793	8685176	8685023	0.00261096605744125
CG4424	1553	3R	20026487	20028040	20027959	0.000643915003219575
CG44242	544	2R	16196384	16196928	16196472	0.00183823529411765
CG44243	2513	2R	16197042	16199555	16197782	0.000397930760047752
CG44245	12486	2R	21200483	21212969	21211225	8.00897004645203e-05
CG44247	4530	2R	24876691	24881221	24877205	0.00022075055187638
CG44249	1489	2R	22066883	22068372	22066952	0.000671591672263264
CG44250	1889	2R	12950404	12952293	12952175	0.000529380624669137
CG44251	3945	2R	12948348	12952293	12950005	0.000253485424588086
CG44252	6075	2R	23055474	23061549	23058383	0.000164609053497942
